力量コード  ###[education_code]###,力量名  ###[education_name]###,力量カテゴリーコード  ###[competence_category_code]###,力量カテゴリー,力量レベルパターンコード ###[competence_scale_code]###,もうすぐ有効期限切れ（有効期限の〇日前）  ###[notify_expiration_timing_date_before]###,メール通知  ###[notify_email]###,概要  ###[overview]###,URL  ###[urls]###,有効期限切れの表示  ###[expired_highlight]###,管理者への公開  ###[competence_publish_type]###,学習形態  ###[learning_form]###,提供者  ###[provider]###,カリキュラム  ###[curriculum]###,対象者  ###[target]###,場所  ###[place]###,費用  ###[cost]###,受講期間  ###[course_period]###,学習時間（時間）  ###[learning_hour]###,学習時間（分）  ###[learning_time]###,社外講師  ###[external_lecturer]###,使用プロジェクト,使用できるプロジェクト,使用力量マップ,有効期間の指定  ###[calculation_switch_type]###,有効期間の種類  ###[calculation_type]###,有効期間（年数）  ###[period_years]###,有効期間（月数）  ###[period_months]###,有効期間（暦月）  ###[specified_month]###,有効期間（日）  ###[date_type]###,有効期限の自動計算  ###[auto_calculation_enabled]###,有効期限の手動修正  ###[changeable_after_calculation]###,[育成計画の初期値]概要  ###[initial_value_training_plan_overview]###,[育成計画の初期値]内部講師（メンバーコード）  ###[initial_value_training_plan_internal_lecturer_code]###,[育成計画の初期値]社外講師  ###[initial_value_training_plan_external_lecturer_name]###,[育成計画の初期値]有効性評価の方法  ###[initial_value_training_plan_effectiveness_evaluation_method]###,[育成計画の初期値]受講者による受講結果の編集  ###[initial_value_training_plan_edit_individual_record_by_attendees]###,[育成計画の初期値]他プロジェクトによる受講結果の編集  ###[initial_value_training_plan_edit_individual_record_by_other_projects]###
EDU00023,コンプレッサ基礎,CTG201060200,知識＞製品＞製品群＞コンプレッサ,EDUCATION_DEFAULT,0,通知しない,　,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00024,PACE（コンプレッサ）,CTG201060200,知識＞製品＞製品群＞コンプレッサ,EDUCATION_DEFAULT,0,通知しない,試験内容と基準を理解している,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00025,パワーツール基礎,CTG201060300,知識＞製品＞製品群＞パワーツール,EDUCATION_DEFAULT,0,通知しない,　,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 4SEC-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00026,PACE（電池・充電器）,CTG201060400,知識＞製品＞製品群＞電池・充電器,EDUCATION_DEFAULT,0,通知しない,試験内容と基準を理解している,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 1G-スキル・知識 , 4SEC-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 5SEC-スキル・知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00027,PACE（打込み機）,CTG201060500,知識＞製品＞製品群＞打込み機,EDUCATION_DEFAULT,0,通知しない,試験内容と基準を理解している,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 1G-スキル・知識 , 4SEC-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00028,PACE（丸ノコ）,CTG201060600,知識＞製品＞製品群＞丸ノコ,EDUCATION_DEFAULT,0,通知しない,試験内容と基準を理解している,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 4SEC-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00029,PACE（インパクト）,CTG201060700,知識＞製品＞製品群＞インパクト,EDUCATION_DEFAULT,0,通知しない,試験内容と基準を理解している,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 4SEC-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00030,PACE（ハンマドリル）,CTG201060800,知識＞製品＞製品群＞ハンマドリル,EDUCATION_DEFAULT,0,通知しない,試験内容と基準を理解している,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 4SEC-スキル・知識 , 2G1SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00031,鉄筋結束機基礎,CTG201060900,知識＞製品＞製品群＞鉄筋結束機,EDUCATION_DEFAULT,0,通知しない,技術の構造、機械的構造、特性、設計のポイント、評価方法、過去の品質問題を知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G1-スキル・知識 , 3G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 3G3-スキル・知識 , 3G2-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00032,PACE（鉄筋結束機）,CTG201060900,知識＞製品＞製品群＞鉄筋結束機,EDUCATION_DEFAULT,0,通知しない,試験内容と基準を理解している,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G1-スキル・知識 , 3G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 3G3-スキル・知識 , 3G2-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00033,消耗品戦略（鉄筋結束機）,CTG201060900,知識＞製品＞製品群＞鉄筋結束機,EDUCATION_DEFAULT,0,通知しない,構造の変遷、PAT戦略を理解しているか,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G1-スキル・知識 , 3G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 3G3-スキル・知識 , 3G2-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00034,住環境試験基準,CTG201061000,知識＞製品＞製品群＞住環共通,EDUCATION_DEFAULT,0,通知しない,住環境試験基準の把握,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"6G－スキル・知識 , 第1SEC－スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 第2SEC－スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 4G3SECｰスキル、知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00035,浴室暖房乾燥機基礎,CTG201061100,知識＞製品＞製品群＞浴室暖房乾燥機,EDUCATION_DEFAULT,0,通知しない,製品の市場、用途、構成(本体およびシステムとして）、使用(構成)技術、注意点(過去トラなど）知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"6G－スキル・知識 , 第1SEC－スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 第2SEC－スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 4G3SECｰスキル、知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00036,全熱交換型換気システム基礎,CTG201061200,知識＞製品＞製品群＞全熱交換型換気システム,EDUCATION_DEFAULT,0,通知しない,製品の市場、用途、構成(本体およびシステムとして）、使用(構成)技術、注意点(過去トラなど）知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"6G－スキル・知識 , 第1SEC－スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 第2SEC－スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 4G3SECｰスキル、知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00037,ディスポーザ基礎,CTG201061300,知識＞製品＞製品群＞ディスポーザ,EDUCATION_DEFAULT,0,通知しない,製品の市場、用途、構成(本体およびシステムとして）、使用(構成)技術、注意点(過去トラなど）知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"6G－スキル・知識 , 第1SEC－スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 第2SEC－スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 4G3SECｰスキル、知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00038,OP電子関連機器評価基準,CTG201061400,知識＞製品＞製品群＞OP共通,EDUCATION_DEFAULT,0,通知しない,試験内容と基準を理解している,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 第2SEC－スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00039,ラベルプリンタ基礎,CTG201061500,知識＞製品＞製品群＞文字表示,EDUCATION_DEFAULT,0,通知しない,製品の市場、用途、構成(本体およびシステムとして）、使用(構成)技術、注意点(過去トラなど）知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 第2SEC－スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00040,ビーポップ基礎,CTG201061500,知識＞製品＞製品群＞文字表示,EDUCATION_DEFAULT,0,通知しない,製品の市場、用途、構成(本体およびシステムとして）、使用(構成)技術、注意点(過去トラなど）知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 第2SEC－スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00041,レタツイン基礎,CTG201061500,知識＞製品＞製品群＞文字表示,EDUCATION_DEFAULT,0,通知しない,製品の市場、用途、構成(本体およびシステムとして）、使用(構成)技術、注意点(過去トラなど）知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 第2SEC－スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00042,筆耕基礎,CTG201061500,知識＞製品＞製品群＞文字表示,EDUCATION_DEFAULT,0,通知しない,製品の市場、用途、構成(本体およびシステムとして）、使用(構成)技術、注意点(過去トラなど）知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 第2SEC－スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00043,タイムレコード基礎,CTG201061600,知識＞製品＞製品群＞文具・事務機,EDUCATION_DEFAULT,0,通知しない,製品の市場、用途、構成(本体およびシステムとして）、使用(構成)技術、注意点(過去トラなど）知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 第2SEC－スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00044,EH製品基礎,CTG201061700,知識＞製品＞製品群＞EH,EDUCATION_DEFAULT,0,通知しない,　,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 第2SEC－スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00045,EH製品試験基準,CTG201061700,知識＞製品＞製品群＞EH,EDUCATION_DEFAULT,0,通知しない,試験内容と基準を理解している,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 第2SEC－スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00046,ロボティクス教育PKG,CTG201061800,知識＞製品＞製品群＞ロボット,EDUCATION_DEFAULT,0,通知しない,"Lv.1：モータと駆動回路、サーボ制御
Lv.2：ロボット機構と運動制御
Lv.3：ロボットの電源管理と情報処理システム
Lv.4：コンピュータビジョン
Lv.5：ナビゲーション",,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"開発本部－スキル・知識 , 新技術推進部ー知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00047,ROS2教育PKG,CTG201061800,知識＞製品＞製品群＞ロボット,EDUCATION_DEFAULT,0,通知しない,"Lv.1：ROS2に特化したUbuntuの使い方
Lv.2：C++の学習とROS2ノード開発
Lv.3：Python学習とLaunchファイル
Lv.4：ROS2応用
Lv.5：簡易アプリ開発と統合プロジェクト",,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"開発本部－スキル・知識 , 新技術推進部ー知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00048,PLCによる制御システム,CTG201061800,知識＞製品＞製品群＞ロボット,EDUCATION_DEFAULT,0,通知しない,例えば設備、自動機、耐久システムを活用して動作させてみたことがあるか、ラダーチャートを組めるか,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G1-スキル・知識 , 3G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 3G3-スキル・知識 , 3G2-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00049,ロボット座学・基本操作,CTG201061800,知識＞製品＞製品群＞ロボット,EDUCATION_DEFAULT,0,通知しない,外部機関によるロボットアーム操作講習,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00050,ロボガイド操作,CTG201061800,知識＞製品＞製品群＞ロボット,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"3G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00051,電安法（日本）,CTG202010000,知識＞法規＞共通,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 2G-スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 4SEC-スキル・知識 , 3G-スキル・知識 , 5G5SEC-スキル・知識 , 2G1SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 第2SEC－スキル・知識 , 5SEC-スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00052,VCCI（日本）,CTG202010000,知識＞法規＞共通,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 4SEC-スキル・知識 , 5G5SEC-スキル・知識 , 2G1SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
